age,hours-per-week,hasGraduateDegree,inRelationship,isWhite,isFemale,greaterThan50k
19,15,0,0,1,1,0
27,40,0,0,1,1,1
61,40,0,1,1,0,0
33,25,0,1,1,0,1
40,40,0,0,1,0,0
43,38,0,1,1,0,1
24,40,0,0,1,0,0
29,60,0,1,1,0,0
61,17,0,0,0,1,0
48,34,0,0,1,1,0
19,20,0,0,1,0,0
30,40,0,0,1,1,0
24,30,0,0,1,0,0
39,43,1,0,1,1,0
46,60,0,0,1,1,0
40,72,0,1,1,0,1
27,40,0,0,1,1,0
25,40,1,0,1,1,0
31,40,0,0,1,0,0
58,45,0,0,1,0,0
40,25,0,0,1,1,0
40,70,1,1,1,0,1
31,40,0,1,1,0,0
49,45,0,1,1,0,0
24,40,0,0,1,0,0
46,40,0,0,1,0,0
58,40,1,1,1,0,1
20,20,0,0,1,1,0
65,40,0,0,1,0,0
43,40,0,0,1,1,0
41,54,0,1,1,0,0
27,30,0,0,1,1,0
52,12,0,1,1,0,0
52,40,0,1,1,0,0
52,38,0,0,1,1,0
19,30,0,0,0,0,0
39,45,0,0,1,1,0
47,40,0,0,1,1,0
27,40,0,0,0,0,0
48,40,0,0,1,0,0
50,35,0,0,1,1,0
60,60,0,1,1,0,0
28,45,0,1,1,0,1
47,40,0,0,0,1,0
69,20,0,1,1,0,0
41,40,1,0,1,0,0
46,30,0,0,0,1,0
21,30,0,0,1,0,0
44,48,1,0,1,1,0
38,35,0,0,1,0,0
47,35,0,0,1,1,1
42,40,0,0,1,0,0
56,45,0,0,1,1,1
32,40,0,0,1,0,0
24,33,0,1,1,0,0
26,40,0,1,1,0,0
36,50,0,0,0,1,0
49,60,0,0,1,0,0
65,40,0,1,1,0,1
73,40,0,0,0,1,0
34,40,0,1,1,0,0
22,40,0,0,1,1,0
49,30,0,0,1,1,0
25,32,0,0,0,1,0
39,25,0,1,1,0,0
19,56,0,0,1,0,0
24,40,0,0,1,1,0
34,35,0,0,1,1,0
35,38,0,0,1,1,0
21,40,0,0,1,0,0
43,40,1,0,1,1,0
39,40,0,0,0,1,0
48,80,0,1,1,0,1
33,32,0,0,0,0,0
19,26,0,0,1,1,0
17,12,0,0,1,1,0
43,50,0,1,1,0,0
62,42,0,0,1,1,0
53,40,1,0,0,1,1
45,60,1,1,1,0,1
47,40,0,0,0,1,0
30,40,0,0,0,1,0
53,33,0,0,1,1,0
24,40,0,0,0,1,0
41,40,0,1,1,0,0
27,50,0,0,1,0,0
63,38,0,0,1,1,0
50,28,0,0,1,0,0
43,47,1,0,0,1,1
29,60,0,0,1,0,0
41,40,0,1,1,0,0
55,40,0,1,1,0,0
36,45,0,0,1,0,0
23,40,0,0,1,0,0
22,55,0,0,1,0,1
58,45,0,0,1,0,0
25,40,0,0,0,1,0
40,30,0,0,1,1,0
38,39,0,0,1,1,0
37,40,0,1,1,0,1
19,35,0,0,1,1,0
55,29,0,0,1,0,0
55,50,0,1,1,0,1
28,45,0,0,1,0,0
60,42,0,0,1,0,0
32,38,0,0,1,1,0
34,50,0,1,1,0,0
49,45,0,0,1,0,1
21,30,0,0,1,1,0
24,20,0,0,0,1,0
53,40,0,0,0,1,0
34,40,0,0,1,1,0
21,40,0,0,1,1,0
43,35,1,1,1,0,1
31,40,0,0,1,0,0
38,40,0,1,1,0,0
42,60,0,1,1,0,1
62,30,0,0,1,0,0
51,40,0,0,0,1,0
30,25,0,0,0,1,0
24,40,0,1,1,0,0
36,40,0,0,1,0,0
57,40,0,1,1,0,0
46,55,0,1,1,0,1
33,40,0,1,1,0,0
42,45,0,0,1,0,0
62,40,0,1,1,0,0
64,20,0,1,1,0,0
18,25,0,0,1,1,0
62,66,0,0,1,1,0
29,50,0,1,1,0,0
39,40,0,1,1,0,1
69,40,0,1,1,0,0
34,40,0,0,1,1,0
44,45,0,1,1,0,1
25,30,0,0,1,0,0
47,40,0,0,1,0,0
17,8,0,0,1,0,0
41,65,0,0,1,0,0
19,20,0,0,1,0,0
25,35,0,0,0,0,0
29,40,0,1,1,0,0
32,35,0,0,1,0,0
35,45,0,1,1,0,1
52,40,0,0,1,0,0
23,36,1,0,1,1,0
31,40,0,1,1,0,0
40,50,0,1,1,0,0
19,20,0,0,1,1,0
21,10,0,0,1,0,0
37,40,0,0,1,1,1
49,35,0,1,1,0,1
64,35,0,0,1,1,0
37,43,0,0,1,1,0
70,12,0,1,1,0,1
22,30,0,0,0,0,0
37,40,0,1,1,0,0
29,40,0,0,1,0,0
38,65,0,0,1,0,0
27,50,0,0,1,0,0
58,35,0,1,1,0,1
60,35,0,0,1,1,0
20,25,0,0,1,0,0
51,40,0,1,1,0,1
37,65,0,1,1,0,0
22,50,0,0,1,0,1
56,60,0,1,1,0,0
26,42,0,0,1,1,1
19,25,0,0,1,1,0
37,30,0,0,1,1,0
27,40,0,0,1,1,0
27,20,0,0,0,0,0
52,50,0,1,1,0,0
45,40,0,0,0,1,0
28,40,0,0,0,0,0
20,40,0,0,1,1,0
28,50,1,0,1,1,0
44,40,0,1,0,0,0
30,40,0,1,1,0,0
26,8,0,0,0,1,0
55,18,1,1,1,0,0
46,40,0,0,1,1,0
51,50,0,1,1,0,0
25,40,0,0,1,1,0
43,40,0,0,1,0,0
19,28,0,0,1,1,0
36,40,0,0,1,0,0
36,40,0,0,1,0,0
30,40,0,0,1,0,0
24,44,0,1,1,0,1
30,36,0,0,1,1,0
24,45,0,0,1,1,1
62,40,0,1,1,0,0
41,40,0,0,1,0,0
49,85,0,1,1,0,1
36,50,0,1,1,0,0
47,45,1,0,1,1,0
49,40,1,0,1,1,0
52,40,0,0,1,0,0
52,40,0,1,1,0,1
26,53,0,0,1,0,0
51,40,0,0,1,0,0
18,20,0,0,1,0,0
30,40,0,0,1,0,0
46,20,0,0,1,0,0
28,40,0,0,0,1,0
48,50,0,1,1,0,1
62,38,0,0,1,1,1
49,44,0,1,1,0,0
69,24,0,0,1,1,0
35,45,0,0,1,0,1
61,45,0,1,1,0,1
24,40,0,0,1,1,0
29,40,0,0,1,1,0
17,40,0,0,1,0,0
27,80,0,1,0,0,1
64,40,0,1,1,0,0
19,20,0,0,1,1,0
42,40,0,1,1,0,0
24,15,0,0,1,1,0
23,45,0,0,0,0,0
51,40,0,0,1,0,0
31,60,0,0,1,0,0
44,29,0,1,1,0,1
38,50,1,0,1,1,1
44,56,0,0,1,1,1
38,44,0,1,1,0,0
36,40,0,0,1,1,0
47,40,0,1,1,0,0
30,40,0,1,1,0,1
37,35,0,1,1,0,1
27,45,0,0,1,0,0
43,50,0,0,1,1,0
44,40,0,1,1,0,1
31,60,0,0,1,0,0
34,45,0,1,1,0,1
36,40,0,0,1,1,0
57,40,0,1,1,0,1
24,40,0,1,1,0,0
39,40,0,0,1,1,0
21,40,0,0,1,0,0
34,40,0,0,1,0,1
22,32,0,0,1,1,0
36,40,0,0,1,1,0
61,40,0,1,1,0,1
67,15,0,1,1,0,0
49,40,0,1,0,0,1
58,40,0,1,1,0,0
37,60,0,1,1,0,0
39,44,0,0,1,0,0
30,40,0,1,1,0,0
49,35,0,0,1,0,0
36,40,0,1,1,0,0
23,65,0,0,1,0,0
55,60,0,1,1,0,0
35,50,0,0,1,0,0
36,48,0,1,1,0,1
32,40,0,1,1,0,0
39,55,0,1,1,0,0
47,40,0,1,1,0,0
49,45,0,1,1,0,1
44,40,0,0,0,0,0
36,50,0,1,1,0,1
40,30,0,0,0,1,0
17,6,0,0,1,1,0
18,38,0,0,1,1,0
30,25,0,0,1,1,0
59,50,0,0,1,0,0
30,40,0,1,0,0,0
50,50,0,1,1,0,0
24,25,0,0,1,1,0
44,40,1,0,1,1,1
25,40,0,0,1,0,0
45,50,1,1,1,0,1
20,40,0,0,1,0,0
67,40,0,0,1,1,0
40,45,0,1,1,0,1
52,40,0,1,1,0,0
34,50,0,0,1,0,1
17,4,0,0,1,0,0
25,42,0,0,1,1,1
63,40,1,0,1,1,1
38,40,0,0,0,1,0
51,40,1,0,1,1,1
50,40,0,0,1,0,0
18,56,0,0,1,0,0
67,99,1,0,1,0,0
46,40,0,1,1,0,0
60,50,0,1,1,0,0
29,40,0,0,1,1,0
30,40,0,0,0,1,0
37,27,0,0,0,1,0
24,30,0,0,1,1,0
46,70,0,1,1,0,1
40,28,0,0,1,0,0
23,40,0,0,1,1,0
43,30,0,0,0,0,0
29,60,0,1,0,0,1
28,32,0,0,1,0,0
17,15,0,0,1,1,0
53,40,0,1,1,0,1
63,40,0,0,1,0,0
32,45,1,0,1,1,1
40,35,0,0,0,1,0
35,40,0,0,1,0,0
48,40,0,0,1,0,0
56,40,0,0,1,1,0
51,40,0,1,1,0,0
34,40,0,0,1,0,0
44,40,0,1,0,0,1
37,44,0,1,1,0,1
36,40,0,1,1,0,1
34,40,0,0,0,0,0
23,25,0,0,1,1,0
63,40,1,0,1,0,1
63,11,0,0,0,1,0
47,41,1,1,1,0,1
55,50,0,0,1,1,1
31,48,0,0,0,0,0
27,40,0,0,1,0,0
58,40,0,0,1,1,1
28,48,0,1,1,0,0
52,64,0,0,1,1,0
31,50,0,1,0,0,0
53,38,0,0,1,1,0
43,50,0,0,1,1,0
43,40,0,0,0,0,0
50,80,1,0,1,0,1
68,35,0,1,1,0,0
37,40,0,1,1,0,0
26,40,0,0,1,0,0
22,40,0,0,1,1,0
22,55,0,1,1,0,0
59,50,0,1,1,0,1
30,40,0,1,1,0,0
24,55,0,0,1,1,0
30,40,0,1,1,0,0
50,40,0,0,1,0,1
38,40,0,1,1,0,0
29,40,0,1,1,0,0
76,24,0,1,1,0,0
21,40,0,0,1,0,0
65,24,0,0,1,1,0
43,45,0,1,1,0,1
29,24,0,0,1,1,0
32,45,0,0,1,0,0
37,65,0,1,1,0,1
64,16,0,1,1,0,0
49,40,0,1,1,0,1
44,40,0,1,1,0,1
68,15,0,1,1,0,0
34,40,0,1,1,0,1
35,36,0,1,1,0,0
53,43,0,0,1,1,0
31,40,0,0,1,1,0
25,38,0,1,1,0,0
36,45,0,1,1,0,0
29,60,0,0,1,0,0
37,50,0,1,1,0,1
42,45,0,0,1,1,0
30,40,0,0,1,1,0
47,45,0,0,0,0,1
44,40,0,0,1,0,1
19,40,0,0,1,0,0
22,48,0,1,1,0,0
51,50,0,1,1,0,1
69,16,0,1,1,0,0
73,8,0,1,1,0,0
18,20,0,0,1,1,0
33,40,0,0,1,0,0
22,55,0,0,1,1,0
33,45,0,0,1,1,1
20,40,0,0,1,1,0
28,40,0,1,1,0,0
25,40,0,0,1,1,0
27,48,0,0,1,0,0
22,40,0,0,1,0,0
67,35,0,1,1,0,0
31,40,0,1,1,0,0
36,25,0,0,1,1,0
33,40,0,0,1,1,0
37,35,0,0,1,1,1
27,60,0,1,0,0,0
36,40,0,0,1,0,0
33,45,0,0,1,1,0
48,56,0,0,1,1,1
25,45,0,0,1,0,0
41,10,0,1,1,0,0
26,40,0,0,1,0,0
23,40,0,0,0,1,0
33,40,0,0,0,1,0
67,20,0,0,1,1,0
32,55,0,1,1,0,1
48,60,0,0,1,0,1
51,24,0,0,1,1,0
40,60,0,1,1,0,0
40,40,0,1,0,0,1
28,36,0,0,1,1,0
47,60,0,1,1,0,1
20,20,0,0,1,1,0
41,40,0,0,1,0,0
29,40,0,0,0,1,0
40,50,0,1,1,0,1
61,40,0,0,1,1,0
26,40,0,1,1,0,0
43,40,0,0,1,1,0
17,45,0,0,1,0,0
43,40,1,0,0,1,1
46,40,0,0,1,1,0
19,20,0,0,1,0,0
37,40,0,0,1,0,0
26,40,0,1,1,0,0
47,40,0,0,1,0,0
47,40,1,0,1,0,0
29,40,0,0,1,0,0
29,40,0,0,1,1,0
33,55,0,0,1,0,0
20,40,0,0,1,0,0
41,40,1,1,1,0,0
67,40,0,1,1,0,0
43,50,0,1,1,0,0
35,46,0,1,1,0,0
18,25,0,0,1,1,0
55,40,0,0,1,0,0
44,40,0,0,0,1,0
64,15,0,0,1,1,0
34,75,0,1,1,0,0
38,60,0,1,1,0,1
25,8,0,0,1,1,0
21,40,0,0,0,0,0
39,40,0,0,1,1,0
34,50,0,0,1,1,0
23,45,0,0,1,1,0
54,40,0,1,1,0,1
49,70,1,0,1,0,1
25,40,0,0,1,1,0
51,50,0,1,1,0,0
29,35,0,0,1,0,0
27,48,0,0,0,1,0
53,40,0,0,1,1,0
68,55,0,1,1,0,1
56,40,0,1,1,0,1
24,48,0,0,0,1,0
70,25,0,0,1,1,0
24,40,0,0,1,1,0
74,20,0,0,1,1,0
23,25,0,0,1,1,0
41,55,1,1,1,0,0
45,19,0,0,1,1,0
35,40,0,1,1,0,0
21,40,0,0,1,0,0
45,25,0,0,0,1,0
18,30,0,0,1,1,0
49,25,0,0,1,0,0
49,36,0,0,1,1,0
45,37,0,1,1,0,0
27,40,0,0,0,0,0
35,45,0,1,1,0,1
33,40,0,0,1,0,0
35,35,0,1,1,0,0
19,40,0,0,1,0,0
33,28,0,0,1,1,0
28,40,0,0,0,0,1
49,40,0,0,1,1,0
61,32,0,1,1,0,0
39,25,0,1,1,0,0
22,40,0,0,1,1,0
42,40,0,1,1,0,0
22,40,0,0,1,0,0
18,40,0,0,1,0,0
49,40,0,0,1,0,1
28,45,0,1,1,0,0
20,25,0,0,1,0,0
50,48,0,1,1,0,0
32,40,0,1,1,0,1
31,40,0,0,1,1,0
29,40,0,0,0,0,0
46,40,0,1,1,0,0
32,77,0,0,1,0,0
61,24,0,0,1,1,0
43,55,0,1,1,0,0
35,40,0,0,1,1,0
39,40,0,1,1,0,0
18,35,0,0,1,0,0
42,60,0,1,1,0,0
23,40,0,0,1,1,0
32,45,0,1,1,0,0
52,85,0,1,1,0,1
36,40,0,1,1,0,1
50,72,0,0,1,1,1
23,40,0,0,1,0,0
71,12,0,1,1,0,1
27,30,0,0,0,1,0
56,60,0,1,1,0,0
28,40,0,0,1,0,0
45,40,0,1,1,0,0
28,40,0,0,1,1,0
28,40,0,1,1,0,0
18,15,0,0,1,1,0
62,40,0,0,1,0,0
35,40,0,0,1,1,0
39,60,0,1,1,0,0
24,20,0,0,0,0,0
58,40,0,0,0,0,0
48,40,0,0,1,0,0
57,50,0,1,1,0,1
31,60,0,1,1,0,0
25,40,0,1,1,0,0
34,36,0,0,1,1,1
29,72,0,1,1,0,0
38,40,0,0,0,1,0
21,40,0,0,1,1,0
34,70,0,1,1,0,0
50,32,0,0,1,1,0
50,40,0,0,0,1,0
49,45,0,0,0,1,0
30,70,0,0,1,0,0
22,20,0,0,0,0,0
42,50,0,1,1,0,0
19,40,0,0,1,0,0
31,48,0,0,1,1,0
42,21,0,1,1,0,0
20,20,0,0,1,0,0
51,40,0,1,1,0,0
50,40,0,1,1,0,1
27,40,0,0,1,0,0
26,40,0,0,1,0,0
61,40,0,1,1,0,1
51,40,0,1,1,0,1
52,40,0,1,1,0,0
33,38,0,0,1,0,0
24,40,0,0,1,1,0
56,40,0,1,1,0,0
19,40,0,0,1,0,0
29,50,0,1,1,0,0
18,30,0,0,1,1,0
43,50,0,1,0,0,0
43,64,0,0,1,0,1
21,40,0,1,1,0,0
51,40,0,0,1,1,0
20,39,0,0,1,1,0
41,65,0,1,1,0,1
45,40,0,1,1,0,1
20,30,0,0,1,1,0
28,60,0,0,1,1,1
50,40,1,0,1,1,1
47,40,0,0,1,0,0
80,35,0,0,1,0,0
19,84,0,0,1,0,0
45,50,0,1,1,0,0
17,12,0,0,1,0,0
37,50,0,1,1,0,0
27,40,0,0,1,1,0
17,16,0,0,1,0,0
18,40,0,0,1,0,0
57,40,0,1,1,0,0
26,40,0,0,1,1,0
26,40,1,0,1,1,0
36,45,0,1,1,0,1
51,80,0,1,1,0,1
38,40,0,0,1,0,0
77,20,0,1,1,0,0
51,40,0,0,1,0,1
24,40,0,0,1,0,0
35,65,0,0,1,0,0
35,99,0,0,1,0,0
51,40,0,1,1,0,1
28,40,0,1,1,0,1
37,40,0,1,1,0,0
43,40,0,1,1,0,0
23,30,0,0,1,0,0
58,40,0,0,1,1,1
52,20,0,0,0,1,0
29,50,0,0,0,1,0
27,60,0,1,1,0,0
59,20,0,1,1,0,1
28,40,0,0,1,0,0
24,40,0,0,1,0,0
20,40,0,0,1,0,0
54,40,0,1,1,0,1
65,25,0,0,1,0,0
18,30,0,0,1,0,0
38,40,0,1,1,0,1
29,40,0,1,1,0,0
27,40,0,0,0,1,0
36,40,1,1,1,0,0
55,40,0,1,1,0,0
28,40,0,0,1,1,0
20,30,0,0,1,1,0
24,40,0,1,1,0,0
36,50,1,1,1,0,1
68,40,0,1,1,0,0
49,50,0,0,1,0,1
18,40,0,0,1,0,0
50,60,0,0,1,1,1
37,40,0,0,0,1,0
60,50,1,1,1,0,1
43,40,0,1,1,0,0
43,70,0,0,1,1,1
17,9,0,0,1,1,0
43,50,0,0,1,1,0
21,15,0,0,1,1,0
48,60,0,1,1,0,1
56,45,0,0,1,0,1
21,30,0,0,1,1,0
39,40,0,1,1,0,1
40,40,0,1,1,0,0
38,40,0,0,1,0,0
59,36,0,1,1,0,1
51,40,0,1,1,0,0
19,16,0,0,1,0,0
23,40,0,0,1,1,0
31,40,0,0,1,1,0
42,40,0,1,0,0,0
43,40,0,1,1,0,1
45,55,0,1,1,0,1
34,35,0,1,1,0,0
21,30,0,0,1,0,0
34,40,0,1,1,0,1
55,40,0,1,1,0,1
30,40,0,0,1,1,0
19,20,0,0,1,1,0
45,35,0,0,1,0,0
32,40,0,0,1,1,0
90,40,0,1,1,0,0
44,44,0,1,1,0,1
34,40,0,1,1,0,1
35,30,0,0,1,1,0
39,25,0,0,1,0,0
29,40,0,0,0,0,0
24,32,0,0,1,1,0
49,17,0,1,1,0,0
31,40,0,0,1,0,0
44,50,0,0,1,1,0
18,30,0,0,1,1,0
27,40,0,1,1,0,0
24,40,0,0,1,0,0
30,60,0,1,1,0,0
27,40,0,0,1,1,0
25,19,0,0,1,1,0
39,40,0,0,1,1,0
28,40,0,1,1,0,1
51,70,0,1,1,0,0
21,35,0,0,1,1,0
27,38,0,0,1,1,0
29,40,0,0,1,0,0
33,40,0,1,1,0,0
37,50,0,1,1,0,1
20,40,0,0,1,0,0
24,40,0,0,1,1,0
29,35,0,0,1,1,0
31,45,0,1,1,0,1
41,40,0,1,1,0,0
42,40,0,1,1,0,0
20,30,0,0,1,1,0
54,40,0,0,1,0,0
21,32,0,1,1,0,0
52,45,0,1,1,0,1
19,40,0,0,1,0,0
33,40,0,1,0,0,0
22,35,0,0,0,1,0
59,38,0,0,1,1,0
17,40,0,0,1,0,0
31,32,0,0,1,0,0
74,40,0,1,1,0,1
45,40,0,0,0,1,0
36,40,0,0,1,1,0
35,60,0,0,1,0,0
45,40,0,0,1,0,0
42,85,0,0,1,0,0
50,40,1,0,1,1,0
39,40,0,0,1,1,0
24,43,0,0,1,0,0
56,99,0,1,1,0,0
27,50,0,1,1,0,1
47,45,0,1,1,0,1
40,60,0,1,0,0,1
38,40,0,0,1,0,0
27,40,0,0,1,1,0
52,38,0,0,1,1,0
22,40,0,0,1,0,0
30,20,0,0,1,1,0
25,40,0,0,1,0,0
32,40,0,0,1,0,0
28,60,0,0,1,1,0
33,50,0,1,1,0,0
17,40,0,0,0,0,0
27,40,0,1,1,0,0
55,20,0,1,1,0,0
63,18,0,1,1,0,1
39,40,0,0,1,1,0
51,52,0,1,1,0,1
67,40,0,1,1,0,0
27,26,0,0,1,1,0
54,45,1,1,1,0,1
59,40,0,1,0,0,1
18,25,0,0,1,1,0
19,20,0,0,1,0,0
31,50,0,1,1,0,0
17,7,0,0,1,1,0
42,40,0,1,0,0,1
37,30,0,0,1,1,0
51,40,0,1,1,0,0
48,40,0,0,1,1,0
23,40,0,0,1,0,0
27,45,0,1,1,0,0
25,40,0,0,1,0,0
30,44,0,0,1,0,0
28,48,0,0,1,0,0
25,15,0,0,1,0,0
37,45,0,1,1,0,1
26,30,0,0,1,1,0
64,40,0,1,1,0,0
39,50,0,1,1,0,0
24,40,0,0,1,0,0
40,35,1,0,1,1,0
46,70,1,0,1,0,1
35,40,0,1,0,0,1
43,40,0,0,1,1,1
31,40,0,0,1,0,0
22,25,0,0,1,1,0
35,30,0,0,1,0,0
35,50,0,0,1,0,0
35,40,0,0,1,1,0
40,40,0,1,1,0,1
50,40,1,0,1,1,0
48,63,0,0,1,0,1
70,8,1,1,1,0,0
46,40,0,0,1,1,0
36,38,0,0,1,1,0
37,36,0,1,1,0,1
47,70,0,0,1,1,0
35,50,0,0,1,0,0
18,20,0,0,1,0,0
54,50,0,1,1,0,0
62,38,0,0,0,1,0
36,48,0,1,1,0,1
27,40,0,1,0,0,0
61,15,0,1,1,0,1
33,50,0,1,1,0,1
22,20,0,0,1,0,0
31,60,0,1,1,0,1
26,30,0,0,1,0,0
44,50,0,0,1,0,1
73,30,0,1,1,0,0
44,35,0,0,1,1,0
35,45,0,0,1,0,0
27,40,0,0,1,1,0
47,50,0,1,0,0,1
29,45,0,1,1,0,1
33,26,0,0,1,1,0
50,15,0,0,1,1,0
32,40,0,1,1,0,0
19,35,0,0,1,1,0
45,60,0,1,1,0,1
65,36,0,0,1,1,0
42,40,0,0,1,1,0
33,25,0,1,0,0,1
32,60,0,1,1,0,1
42,40,0,1,1,0,1
49,45,0,0,1,1,1
38,45,0,0,1,0,0
38,50,0,1,1,0,0
37,52,0,1,1,0,0
24,30,0,0,1,0,0
27,50,0,0,1,0,0
29,50,0,1,1,0,0
46,70,0,1,1,0,0
44,96,0,1,1,0,0
46,49,0,1,1,0,1
38,40,0,0,1,0,0
38,40,0,1,1,0,0
22,20,0,1,1,0,0
33,40,0,0,1,0,0
50,40,0,0,0,0,0
31,41,0,1,1,0,1
42,38,0,1,1,0,0
27,40,0,1,1,0,0
34,45,1,1,1,0,1
64,40,0,1,1,0,0
43,40,0,1,1,0,0
39,40,0,1,1,0,0
47,40,0,0,1,0,1
56,66,1,0,1,0,0
25,20,1,0,1,0,0
60,35,0,0,1,1,0
52,44,0,1,1,0,0
43,16,0,0,1,0,0
19,30,0,0,1,1,0
56,20,0,0,0,1,0
22,40,0,0,1,0,0
28,40,0,0,1,0,0
31,50,0,1,1,0,1
22,35,0,0,1,1,0
39,40,0,1,1,0,1
67,11,0,1,1,0,0
50,40,0,1,1,0,0
34,46,0,1,1,0,0
51,40,0,0,1,1,0
54,40,0,1,1,0,0
44,40,0,0,1,0,0
20,20,0,0,0,1,0
37,40,0,1,0,0,0
38,40,0,1,1,0,0
59,40,0,1,0,0,0
59,50,0,1,1,0,0
51,48,0,0,1,0,1
60,40,0,1,0,0,0
29,40,0,1,1,0,0
37,40,0,0,1,1,0
42,35,0,1,1,0,0
28,50,0,1,1,0,1
34,40,0,0,1,1,0
22,24,0,0,1,0,0
27,52,0,0,1,1,0
45,43,0,0,1,1,0
39,38,0,0,0,1,0
25,35,0,0,1,1,0
63,15,0,0,1,0,0
24,40,0,1,1,0,1
18,30,0,0,1,1,0
19,40,0,0,1,0,0
23,38,0,0,0,0,0
17,24,0,0,1,1,0
63,40,0,1,1,0,1
28,65,0,1,1,0,1
51,50,0,1,1,0,1
29,45,0,0,1,1,0
64,12,0,0,1,1,0
17,25,0,0,1,0,0
45,35,0,0,0,1,0
18,20,0,0,0,0,0
31,40,0,0,1,1,0
48,50,0,0,1,0,1
41,45,0,0,1,1,0
65,60,0,1,1,0,1
27,40,0,0,1,0,0
39,40,0,1,1,0,0
49,45,1,1,1,0,1
58,40,0,0,1,0,0
36,45,0,1,1,0,1
25,40,0,0,0,1,0
41,37,0,0,0,1,0
31,40,0,0,1,1,0
63,37,0,1,1,0,1
50,40,0,0,1,1,0
63,40,0,0,1,0,0
44,99,1,0,1,0,0
48,65,0,0,1,0,0
51,50,0,1,1,0,0
18,15,0,0,1,1,0
23,25,0,0,1,0,0
31,40,0,1,1,0,0
38,40,0,1,1,0,0
56,60,0,1,1,0,1
31,20,0,0,1,0,0
46,40,0,1,1,0,0
39,50,1,1,1,0,1
31,40,0,0,1,1,0
42,40,0,1,1,0,1
53,35,0,1,1,0,1
18,15,0,0,1,1,0
18,48,0,0,0,0,0
20,35,0,0,1,1,0
27,45,0,1,1,0,1
31,40,0,0,1,0,0
52,40,1,1,1,0,0
46,40,0,1,1,0,0
30,24,0,0,1,0,0
26,40,0,0,1,1,0
48,50,1,1,1,0,1
37,40,0,1,1,0,1
29,40,0,1,1,0,0
49,55,0,1,1,0,1
24,40,0,0,1,0,0
74,20,0,1,1,0,0
56,67,0,1,1,0,1
39,40,0,0,1,0,0
21,40,0,0,1,0,0
29,45,0,0,1,1,1
43,45,0,0,1,0,0
23,40,0,0,1,1,0
26,50,0,0,1,1,0
47,60,0,1,1,0,0
27,55,0,1,1,0,0
45,45,0,1,1,0,1
30,70,0,0,1,0,0
35,20,0,0,1,1,1
33,40,0,1,1,0,0
37,40,0,1,1,0,1
21,20,0,0,1,0,0
42,40,0,1,1,0,0
48,36,0,1,1,0,0
46,48,0,0,1,1,0
36,40,0,0,1,1,0
54,40,0,0,1,0,0
25,40,0,0,1,1,0
26,25,0,0,1,1,0
36,57,0,1,1,0,0
56,20,0,0,1,0,0
37,40,0,1,1,0,0
26,40,0,0,1,1,1
23,25,0,0,1,1,0
23,40,0,0,1,1,0
41,40,0,0,1,0,0
55,50,0,1,1,0,1
39,40,0,1,1,0,1
67,35,0,1,1,0,0
60,50,0,0,1,1,0
54,40,0,0,1,1,0
49,42,0,1,1,0,1
19,24,0,0,1,1,0
20,40,0,0,1,0,0
66,35,0,0,1,1,0
22,25,0,0,0,1,0
51,42,1,1,1,0,1
19,40,0,0,1,0,0
36,40,0,0,1,1,0
33,60,0,1,1,0,1
41,56,0,0,1,0,0
78,60,0,1,1,0,0
36,40,0,0,1,1,0
30,55,0,0,1,0,0
46,45,1,1,1,0,1
38,40,0,0,1,0,0
24,40,0,1,1,0,0
49,40,0,1,1,0,0
19,30,0,0,0,0,0
77,20,0,0,1,1,0
46,56,0,1,1,0,1
41,40,0,0,0,0,0
21,40,0,1,1,0,0
24,40,0,0,0,0,0
36,45,0,1,0,0,0
23,25,0,0,1,0,0
38,40,0,1,1,0,0
29,40,0,1,1,0,0
38,50,0,0,1,0,1
47,40,0,0,0,0,1
39,40,1,0,1,1,0
40,48,0,1,1,0,0
21,40,0,0,1,0,0
32,40,0,0,0,1,0
23,40,0,0,1,0,0
44,40,0,1,1,0,0
51,40,1,1,1,0,1
66,30,0,0,0,1,0
57,40,0,1,1,0,0
36,40,0,1,1,0,1
48,60,0,0,1,0,1
24,40,0,1,1,0,0
51,40,1,0,1,1,1
43,50,0,1,1,0,1
27,60,0,1,1,0,0
32,40,0,0,1,1,0
20,35,0,0,1,1,0
33,40,0,0,1,1,0
19,40,0,0,1,0,0
32,60,0,1,1,0,1
26,60,0,1,1,0,0
39,60,0,0,1,1,0
24,75,0,0,0,1,0
45,40,0,1,1,0,1
20,40,0,0,1,0,0
49,45,0,0,1,1,0
35,40,1,0,1,1,0
30,40,0,0,1,1,0
23,25,0,0,1,1,0
33,45,0,1,1,0,0
35,50,0,1,1,0,0
31,50,1,1,1,0,0
20,25,0,0,0,0,0
44,40,0,1,1,0,0
33,40,0,1,0,0,0
50,40,0,1,1,0,0
28,40,0,1,1,0,0
60,40,0,1,0,0,1
38,40,0,1,1,0,0
38,40,0,1,0,0,0
57,40,0,0,1,0,0
50,40,0,1,1,0,1
39,40,0,0,1,1,0
69,6,0,1,1,0,0
51,39,0,0,1,0,1
42,40,0,1,0,0,0
53,50,0,1,1,0,1
37,40,0,1,1,0,0
37,40,0,1,1,0,0
38,50,0,1,1,0,1
20,24,0,0,1,1,0
38,38,0,0,0,1,0
48,50,0,1,1,0,1
30,40,0,1,1,0,1
37,65,0,1,1,0,1
47,45,0,1,1,0,0
20,15,0,0,1,0,0
