"","treat","age","educ","black","hispan","married","nodegree","re74","re75","re78"
"473",0,40,16,0,0,1,0,0,114.5806,0
"474",0,19,10,0,0,0,1,1933.796,112.7903,675.321
"475",0,18,11,0,0,0,1,1481.206,57.29032,1421.573
"476",0,16,6,1,0,0,1,0,44.75806,0
"477",0,22,8,0,0,1,1,105.8004,42.96774,209.8372
"478",0,31,12,1,0,1,0,0,42.96774,11023.84
"479",0,20,11,0,0,1,1,4478.884,39.3871,6280.338
"480",0,17,11,0,1,0,1,601.4949,10.74194,1913.656
"481",0,50,12,0,0,1,0,25862.32,0,25564.67
"482",0,49,14,0,0,1,0,25862.32,0,25564.67
"483",0,47,9,0,0,1,1,25862.32,0,25564.67
"484",0,34,11,0,1,1,1,22198.49,0,0
"485",0,22,8,1,0,1,1,16961.37,0,959.0445
"486",0,27,12,0,0,1,0,15509.56,0,12593.19
"487",0,30,10,0,0,1,1,14913.94,0,11563.21
"488",0,52,12,0,0,1,0,14780.71,0,25564.67
"489",0,43,12,0,0,1,0,13321.05,0,16860.86
"490",0,27,9,0,1,1,1,12829.28,0,0
"491",0,35,13,0,0,0,0,9537.711,0,11269.14
"492",0,45,12,0,0,1,0,9277.128,0,12108.49
"493",0,22,11,1,0,1,1,9049.853,0,9088.018
"494",0,22,12,0,0,1,0,9022.424,0,3342.618
"495",0,23,11,0,0,1,1,8910.745,0,4183.444
"496",0,55,7,0,0,1,1,8832.375,0,0
"497",0,26,14,0,0,0,0,8411.132,0,0
"498",0,34,12,0,0,0,0,8125.079,0,6032.08
"499",0,22,11,0,0,0,1,8013.401,0,5748.356
"500",0,31,12,0,0,0,0,6156.016,0,4094.78
"501",0,19,12,0,0,0,0,5797.47,0,2160.436
"502",0,24,10,0,0,1,1,5523.173,0,5040.525
"503",0,36,12,0,0,1,0,5374.269,0,0
"504",0,20,9,0,0,1,1,5229.283,0,15892.95
"505",0,23,8,0,0,1,1,4610.155,0,0
"506",0,35,11,0,0,1,1,3975.352,0,21963.45
"507",0,23,12,0,0,0,0,3893.063,0,16324.45
"508",0,29,10,0,0,0,1,3751.996,0,251.2135
"509",0,24,9,0,0,1,1,3438.513,0,818.6605
"510",0,18,10,0,0,0,1,3360.143,0,0
"511",0,45,8,1,0,0,1,3299.405,0,31.03226
"512",0,21,13,0,1,0,0,3015.312,0,17627.8
"513",0,29,13,0,0,1,0,2780.2,0,14339.86
"514",0,21,15,0,0,0,0,2629.336,0,1717.118
"515",0,22,16,1,0,0,0,2564.68,0,116.7404
"516",0,24,12,1,0,1,0,2355.039,0,2448.593
"517",0,20,14,0,0,0,0,2210.053,0,2813.591
"518",0,19,6,1,0,0,1,1955.348,0,14998.92
"519",0,19,9,0,1,0,1,1822.118,0,3372.172
"520",0,19,12,1,0,0,0,1681.051,0,0
"521",0,20,13,0,0,0,0,1657.54,0,913.235
"522",0,19,12,1,0,0,0,1655.58,0,0
"523",0,26,5,0,0,1,1,1573.291,0,3700.227
"524",0,26,9,0,1,0,1,1563.495,0,2862.356
"525",0,23,12,0,0,0,0,1504.717,0,0
"526",0,20,9,0,1,0,1,1500.798,0,12618.31
"527",0,20,10,0,0,0,1,1412.631,0,6290.682
"528",0,36,11,0,0,1,1,1404.794,0,0
"529",0,39,12,0,0,1,0,1289.198,0,1202.869
"530",0,17,9,1,0,0,1,1222.582,0,422.6298
"531",0,55,3,0,0,0,1,1208.868,0,0
"532",0,28,8,0,0,1,1,1202.99,0,19516.33
"533",0,19,12,0,1,0,0,1058.004,0,8923.991
"534",0,37,7,0,0,1,1,963.9593,0,0
"535",0,16,9,0,0,1,1,920.8554,0,15997.87
"536",0,17,10,0,0,0,1,646.558,0,9438.24
"537",0,24,12,1,0,0,0,566.2281,0,2284.565
"538",0,19,11,0,0,0,1,540.7576,0,3406.16
"539",0,50,5,1,0,1,1,411.446,0,9166.338
"540",0,19,9,1,0,0,1,384.0163,0,0
"541",0,36,1,1,0,0,1,348.7495,0,0
"542",0,18,11,0,0,0,1,321.3198,0,7722.599
"543",0,16,7,0,1,0,1,289.9715,0,7515.717
"544",0,21,11,0,0,1,1,246.8676,0,6708.879
"545",0,55,6,0,0,1,1,111.6782,0,0
"546",0,37,12,0,0,0,0,48.98167,0,877.7696
"547",0,26,12,0,1,1,0,47.0224,0,0
"548",0,54,12,0,0,1,0,0,0,0
"549",0,50,12,0,0,1,0,0,0,0
"550",0,16,8,0,0,0,1,0,0,2559.422
"551",0,16,9,0,1,0,1,0,0,0
"552",0,18,10,1,0,0,1,0,0,2281.61
"553",0,40,11,1,0,1,1,0,0,0
"554",0,16,8,0,0,0,1,0,0,0
"555",0,16,9,1,0,0,1,0,0,2158.959
"556",0,26,14,0,0,0,0,0,0,6717.745
"557",0,20,9,1,0,0,1,0,0,6083.8
"558",0,20,12,1,0,0,0,0,0,0
"559",0,18,11,1,0,0,1,0,0,0
"560",0,46,11,1,0,1,1,0,0,2820.98
"561",0,17,8,1,0,0,1,0,0,12760.17
"562",0,16,9,0,0,0,1,0,0,4974.028
"563",0,30,10,0,0,1,1,0,0,3151.991
"564",0,33,12,0,1,1,0,0,0,5841.453
"565",0,34,12,1,0,1,0,0,0,18716.88
"566",0,21,13,1,0,0,0,0,0,17941.08
"567",0,29,11,0,0,1,1,0,0,0
"568",0,19,12,0,0,0,0,0,0,0
"569",0,31,4,0,1,0,1,0,0,1161.493
"570",0,19,12,0,1,0,0,0,0,18573.55
"571",0,20,12,1,0,0,0,0,0,11594.24
"572",0,55,4,1,0,0,1,0,0,0
"573",0,19,11,1,0,0,1,0,0,16485.52
"574",0,18,11,1,0,0,1,0,0,7146.286
"575",0,48,13,0,0,1,0,0,0,0
"576",0,16,9,0,1,1,1,0,0,6821.186
"577",0,17,10,1,0,0,1,0,0,0
"578",0,38,12,0,0,1,0,0,0,18756.78
"579",0,34,8,0,0,1,1,0,0,2664.341
"580",0,53,12,0,0,0,0,0,0,0
"581",0,48,14,0,0,1,0,0,0,7236.427
"582",0,16,9,0,0,0,1,0,0,6494.608
"583",0,17,8,1,0,0,1,0,0,4520.366
"584",0,27,14,1,0,0,0,0,0,10122.43
"585",0,37,8,1,0,0,1,0,0,648.722
"586",0,17,10,1,0,0,1,0,0,1053.619
"587",0,16,8,0,0,0,1,0,0,0
"588",0,48,12,0,0,1,0,0,0,1491.026
"589",0,55,7,0,0,0,1,0,0,0
"590",0,21,15,0,0,0,0,0,0,0
"591",0,16,10,1,0,0,1,0,0,1730.418
"592",0,23,12,0,0,0,0,0,0,3902.676
"593",0,46,11,1,0,1,1,0,0,0
"594",0,17,10,0,0,0,1,0,0,14942.77
"595",0,42,16,0,0,0,0,0,0,23764.8
"596",0,18,10,1,0,0,1,0,0,5306.516
"597",0,53,12,1,0,0,0,0,0,0
"598",0,17,10,0,0,1,1,0,0,3859.822
"599",0,17,6,0,0,0,1,0,0,0
"600",0,43,6,0,0,1,1,0,0,0
"601",0,34,12,1,0,0,0,0,0,0
"602",0,16,8,0,1,0,1,0,0,12242.96
"603",0,27,12,0,0,1,0,0,0,1533.88
"604",0,51,4,1,0,0,1,0,0,0
"605",0,39,2,1,0,1,1,0,0,964.9555
"606",0,55,8,0,0,1,1,0,0,0
"607",0,16,9,0,0,0,1,0,0,5551.819
"608",0,27,10,1,0,0,1,0,0,7543.794
"609",0,25,14,0,0,0,0,0,0,0
"610",0,18,11,0,0,0,1,0,0,10150.5
"611",0,24,1,0,1,1,1,0,0,19464.61
"612",0,21,18,0,0,0,0,0,0,0
"613",0,32,5,1,0,1,1,0,0,187.6713
"614",0,16,9,0,0,0,1,0,0,1495.459
