Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term
1258959.0,0,0.0,10.0,11.2,396616.0,0.0,0.0,99999999.0,153102.0,17416.0,728.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1027957.0,10,0.0,9.0,14.0,423280.0,1.0,1.0,396748.0,230679.0,7838.0,6520.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
810920.0,2,0.0,17.0,19.0,408782.0,0.0,0.0,99999999.0,163457.0,20118.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1048667.0,10,0.0,11.0,14.6,680020.0,0.0,0.0,229592.0,320074.0,15817.0,738.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1360191.0,3,0.0,10.0,10.8,350988.0,0.0,0.0,449988.0,232503.0,36498.0,6810.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1147448.0,8,0.0,16.0,24.6,1068430.0,0.0,0.0,270226.0,370937.0,22949.0,745.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1053607.0,6,0.0,5.0,9.4,152790.0,0.0,0.0,99999999.0,118085.0,19667.0,749.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
695020.0,5,0.0,10.0,23.0,53680.0,0.0,0.0,99999999.0,35416.0,13900.0,722.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
837729.0,10,0.0,5.0,17.9,76450.0,1.0,1.0,147114.0,38285.0,17313.0,719.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
620958.0,0,0.0,13.0,14.9,422928.0,0.0,0.0,224686.0,115786.0,8072.0,721.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
949620.0,5,0.0,11.0,14.4,676566.0,0.0,0.0,269280.0,268774.0,15590.0,744.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
617785.0,8,0.0,7.0,8.6,409992.0,0.0,0.0,215138.0,234403.0,19718.0,663.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2458087.0,10,0.0,12.0,25.6,724944.0,0.0,0.0,539066.0,353742.0,9627.0,730.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1879860.0,10,0.0,9.0,12.9,274648.0,0.0,0.0,353936.0,189753.0,25065.0,746.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
745180.0,1,0.0,6.0,12.8,532972.0,0.0,0.0,99999999.0,257317.0,10122.0,737.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1454507.0,7,0.0,16.0,16.0,394900.0,0.0,0.0,99999999.0,190988.0,21090.0,720.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
738549.0,6,0.0,10.0,9.0,454608.0,0.0,0.0,150700.0,126806.0,17971.0,695.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2829480.0,2,0.0,8.0,19.8,601018.0,1.0,1.0,99999999.0,349334.0,15704.0,737.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
673987.0,10,0.0,8.0,13.5,390148.0,0.0,0.0,222970.0,305938.0,15445.0,7260.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
455715.0,6,0.0,11.0,38.8,540210.0,0.0,0.0,153164.0,219735.0,7975.0,744.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1059611.0,8,0.0,11.0,16.2,443630.0,0.0,0.0,99999999.0,237937.0,14128.0,745.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
933280.0,1,0.0,13.0,12.5,795586.0,0.0,0.0,146960.0,462422.0,19054.0,739.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1161109.0,10,0.0,15.0,19.6,398992.0,1.0,1.0,260590.0,108889.0,29125.0,736.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1988217.0,6,0.0,27.0,11.4,1082994.0,0.0,0.0,526196.0,369455.0,23693.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1148208.0,6,2.0,8.0,22.0,489896.0,2.0,0.0,531806.0,247513.0,22582.0,737.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1306193.0,10,0.0,10.0,21.0,607046.0,0.0,0.0,259270.0,498579.0,33090.0,741.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1558304.0,9,0.0,14.0,12.0,191180.0,0.0,0.0,158422.0,41762.0,35192.0,724.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2773468.0,10,0.0,8.0,29.0,3979206.0,0.0,0.0,99999999.0,3271629.0,43682.0,727.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
868680.0,4,0.0,7.0,6.7,221188.0,0.0,0.0,250338.0,133912.0,4322.0,714.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1517416.0,10,0.0,4.0,17.1,294382.0,0.0,0.0,237204.0,216106.0,5994.0,709.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
831231.0,8,0.0,6.0,14.1,126852.0,0.0,0.0,131252.0,95304.0,11707.0,736.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
535876.0,6,0.0,16.0,17.5,861762.0,0.0,0.0,248182.0,317794.0,12504.0,656.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
822795.0,1,0.0,11.0,10.5,686334.0,0.0,0.0,265870.0,183160.0,10765.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1360989.0,10,0.0,12.0,23.4,1111462.0,0.0,0.0,245960.0,289883.0,20075.0,750.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1423993.0,9,0.0,7.0,11.7,492514.0,0.0,0.0,427812.0,302005.0,8259.0,698.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
325926.0,5,0.0,7.0,28.9,141526.0,0.0,0.0,80872.0,59527.0,4808.0,742.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
951330.0,4,0.0,6.0,17.0,176330.0,0.0,0.0,139898.0,41876.0,2838.0,738.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1601092.0,10,0.0,15.0,18.6,785620.0,0.0,0.0,323730.0,232731.0,26818.0,748.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
794580.0,6,0.0,11.0,20.5,617122.0,0.0,0.0,201960.0,187074.0,7151.0,739.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
657286.0,2,0.0,6.0,8.4,100056.0,0.0,0.0,208758.0,66614.0,8764.0,740.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
978215.0,7,0.0,17.0,18.1,762938.0,0.0,0.0,326744.0,412471.0,22499.0,741.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1836768.0,7,0.0,33.0,33.0,2597628.0,0.0,0.0,694012.0,695457.0,36888.0,734.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1305395.0,7,0.0,13.0,23.4,583462.0,1.0,0.0,280720.0,238355.0,11531.0,648.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1619427.0,10,0.0,10.0,16.4,736208.0,0.0,0.0,504042.0,467324.0,25911.0,733.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
608057.0,8,0.0,11.0,28.6,250932.0,0.0,0.0,110022.0,59375.0,9222.0,720.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
808621.0,3,0.0,8.0,7.9,187132.0,0.0,0.0,222926.0,92606.0,22035.0,710.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
558087.0,6,0.0,9.0,14.5,159434.0,0.0,0.0,77550.0,100662.0,10278.0,708.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
825664.0,6,0.0,10.0,8.8,262416.0,0.0,0.0,68926.0,146414.0,22086.0,686.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1088795.0,6,0.0,8.0,9.7,304392.0,0.0,0.0,225126.0,69141.0,19326.0,751.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2067010.0,10,0.0,8.0,13.8,147444.0,0.0,0.0,217580.0,11970.0,29283.0,722.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168519.0,10,0.0,9.0,15.0,676390.0,0.0,0.0,365090.0,352830.0,11977.0,725.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1953314.0,3,0.0,7.0,26.3,667458.0,0.0,0.0,332618.0,352203.0,14064.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1427280.0,10,0.0,3.0,21.8,220264.0,0.0,0.0,165264.0,145711.0,3497.0,710.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
754452.0,6,0.0,10.0,33.8,500368.0,0.0,0.0,384912.0,420888.0,15089.0,668.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1497257.0,0,0.0,15.0,20.5,1144462.0,0.0,0.0,666798.0,682974.0,14474.0,729.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1043651.0,10,0.0,7.0,27.7,148302.0,1.0,1.0,223784.0,81966.0,4409.0,728.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1910070.0,3,0.0,8.0,7.4,367224.0,0.0,0.0,265408.0,178562.0,9773.0,740.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1071030.0,4,0.0,16.0,13.0,493592.0,1.0,1.0,338228.0,215707.0,14994.0,725.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2069651.0,10,0.0,12.0,14.5,197340.0,0.0,0.0,221892.0,98515.0,17937.0,728.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
774516.0,3,0.0,5.0,10.5,239778.0,0.0,0.0,269038.0,208544.0,11682.0,694.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
818064.0,0,0.0,11.0,18.0,548680.0,0.0,0.0,330440.0,221768.0,15134.0,733.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1696320.0,0,0.0,16.0,21.9,983598.0,0.0,0.0,518012.0,586131.0,25162.0,748.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1554200.0,10,0.0,9.0,20.8,854128.0,0.0,0.0,99999999.0,368828.0,20334.0,734.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
918384.0,3,0.0,8.0,8.5,733326.0,0.0,0.0,55396.0,400900.0,9643.0,707.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1442385.0,10,0.0,15.0,23.6,378708.0,1.0,1.0,393030.0,136059.0,11659.0,6620.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
402990.0,4,0.0,9.0,11.0,512028.0,0.0,0.0,134992.0,180861.0,5272.0,738.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1343167.0,10,0.0,15.0,10.5,417758.0,0.0,0.0,222178.0,291156.0,16230.0,746.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
764940.0,3,0.0,9.0,10.5,455862.0,0.0,0.0,252428.0,175199.0,16000.0,716.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1140114.0,10,0.0,5.0,17.8,503778.0,0.0,0.0,396044.0,345895.0,9406.0,730.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2151541.0,10,0.0,13.0,25.4,2318932.0,0.0,0.0,99999999.0,330448.0,15025.0,745.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8758449.0,10,0.0,10.0,20.6,0.0,0.0,0.0,99999999.0,2759503.0,12919.0,748.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
994517.0,10,0.0,10.0,14.7,205964.0,0.0,0.0,237512.0,91067.0,19145.0,698.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1185543.0,10,0.0,8.0,13.0,238854.0,0.0,0.0,226952.0,86640.0,4762.0,673.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2616908.0,10,0.0,21.0,20.2,1266254.0,0.0,0.0,216436.0,804878.0,27478.0,716.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
593408.0,4,0.0,5.0,13.6,287408.0,0.0,0.0,193248.0,84398.0,6082.0,748.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2074952.0,10,0.0,12.0,28.4,729454.0,0.0,0.0,524194.0,398145.0,44785.0,730.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1620662.0,10,0.0,15.0,23.0,1313862.0,0.0,0.0,772706.0,512886.0,30792.0,729.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
806797.0,2,0.0,17.0,15.2,962500.0,0.0,0.0,260700.0,371564.0,16068.0,744.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1443240.0,10,0.0,6.0,10.4,400796.0,0.0,0.0,523622.0,197999.0,3608.0,644.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
868509.0,6,0.0,7.0,36.4,185460.0,1.0,1.0,223476.0,121087.0,12376.0,743.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1539608.0,10,0.0,8.0,41.6,655380.0,0.0,0.0,445676.0,526965.0,31049.0,749.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
609938.0,1,0.0,9.0,16.1,273768.0,0.0,0.0,119174.0,211850.0,10181.0,7130.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
619666.0,2,0.0,9.0,17.0,477884.0,0.0,0.0,199298.0,192755.0,13219.0,738.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1253278.0,7,0.0,13.0,12.8,517506.0,0.0,0.0,263692.0,335654.0,17023.0,709.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
860890.0,10,0.0,7.0,12.0,790790.0,0.0,0.0,433400.0,303905.0,8250.0,697.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1506472.0,10,0.0,12.0,14.5,491150.0,0.0,0.0,601260.0,118769.0,22471.0,7230.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
443859.0,4,0.0,7.0,15.2,310530.0,0.0,0.0,148038.0,148580.0,4291.0,726.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
899023.0,6,0.0,8.0,18.5,393360.0,0.0,0.0,205634.0,242554.0,11193.0,727.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1965873.0,10,0.0,5.0,19.6,700216.0,0.0,0.0,433576.0,298148.0,8011.0,748.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
902728.0,4,0.0,8.0,10.0,177914.0,0.0,0.0,99999999.0,86203.0,13992.0,708.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
675906.0,1,0.0,21.0,11.9,463364.0,0.0,0.0,168828.0,162868.0,13462.0,680.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3472668.0,2,0.0,4.0,31.0,290246.0,0.0,0.0,781858.0,182229.0,10534.0,738.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3069488.0,10,0.0,11.0,16.7,1163734.0,0.0,0.0,533126.0,631161.0,27370.0,744.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
248577.0,3,0.0,8.0,12.9,283404.0,0.0,0.0,140030.0,106723.0,3211.0,746.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
664316.0,1,0.0,12.0,13.0,232386.0,0.0,0.0,156530.0,82289.0,5331.0,7380.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1312843.0,6,0.0,8.0,46.5,3305478.0,0.0,0.0,152020.0,496717.0,9452.0,751.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
543115.0,10,0.0,8.0,13.0,164692.0,0.0,0.0,113850.0,107255.0,9007.0,7060.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
818862.0,4,0.0,9.0,19.4,170390.0,0.0,0.0,184448.0,92701.0,22110.0,716.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1809598.0,6,0.0,15.0,12.2,757966.0,0.0,0.0,545666.0,270997.0,23449.0,722.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
829312.0,3,0.0,10.0,28.7,726594.0,0.0,0.0,218240.0,180101.0,23843.0,7370.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
774288.0,0,0.0,6.0,8.9,152504.0,0.0,0.0,224136.0,85348.0,4362.0,707.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
864842.0,2,0.0,6.0,11.4,388498.0,0.0,0.0,178024.0,146623.0,4649.0,712.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
817190.0,6,0.0,14.0,34.5,1101276.0,0.0,0.0,375804.0,262504.0,12871.0,739.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
748980.0,5,0.0,8.0,12.5,472120.0,0.0,0.0,216810.0,178600.0,9487.0,730.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
772046.0,10,0.0,18.0,16.7,747670.0,0.0,0.0,397298.0,264746.0,22325.0,708.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
615581.0,0,0.0,14.0,13.7,278608.0,0.0,0.0,43208.0,195871.0,14415.0,693.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1342825.0,10,0.0,12.0,16.3,57562560.0,0.0,0.0,166826.0,944547.0,9176.0,749.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
463562.0,0,0.0,9.0,11.4,272866.0,0.0,0.0,85888.0,129371.0,4442.0,748.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
862619.0,5,0.0,9.0,11.4,173360.0,0.0,0.0,99999999.0,56582.0,15168.0,735.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1908550.0,10,0.0,14.0,20.5,1450240.0,0.0,0.0,331496.0,557346.0,27181.0,702.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2650709.0,6,0.0,13.0,24.5,3187602.0,0.0,0.0,99999999.0,597379.0,46167.0,742.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1428420.0,8,0.0,16.0,17.7,866382.0,0.0,0.0,99999999.0,417525.0,29878.0,741.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
893950.0,0,0.0,10.0,20.2,477136.0,0.0,0.0,107822.0,170183.0,10206.0,711.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
291745.0,0,0.0,3.0,12.5,45474.0,0.0,0.0,51964.0,14535.0,7902.0,707.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2309868.0,5,0.0,7.0,7.9,710270.0,0.0,0.0,609576.0,167466.0,21944.0,647.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1536036.0,10,0.0,12.0,20.7,837034.0,0.0,0.0,433796.0,606499.0,38913.0,716.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2477087.0,2,0.0,19.0,41.8,2071146.0,0.0,0.0,557766.0,1214537.0,43555.0,750.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2296644.0,10,0.0,16.0,25.9,1900602.0,0.0,0.0,620488.0,761634.0,19522.0,746.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1172984.0,4,0.0,6.0,24.2,9094184.0,0.0,0.0,335324.0,1413733.0,8709.0,748.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1215126.0,10,0.0,11.0,18.1,425172.0,0.0,0.0,107404.0,175522.0,11848.0,691.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
675792.0,6,0.0,7.0,15.0,161084.0,0.0,0.0,99999999.0,28101.0,2253.0,730.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
578835.0,7,0.0,11.0,18.7,997414.0,0.0,0.0,234586.0,174857.0,9792.0,747.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2257884.0,10,0.0,16.0,46.0,1235388.0,0.0,0.0,99999999.0,691372.0,39325.0,738.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1102722.0,10,0.0,6.0,20.8,214016.0,0.0,0.0,99999999.0,103322.0,23433.0,734.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1746765.0,10,0.0,11.0,22.5,831292.0,0.0,0.0,269676.0,320929.0,18778.0,746.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1883280.0,6,0.0,16.0,41.0,1281742.0,0.0,0.0,216964.0,708453.0,36881.0,715.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
939759.0,2,0.0,16.0,16.8,199760.0,1.0,1.0,182094.0,112822.0,27409.0,721.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
756200.0,1,0.0,3.0,10.0,118272.0,0.0,0.0,242990.0,80180.0,5539.0,731.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2940288.0,10,0.0,12.0,30.0,1685002.0,0.0,0.0,99999999.0,609748.0,28423.0,750.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1638902.0,8,0.0,11.0,15.6,617826.0,0.0,0.0,433752.0,328149.0,9410.0,746.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1336650.0,0,0.0,15.0,21.6,349624.0,0.0,0.0,524678.0,137693.0,23391.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1079865.0,1,0.0,12.0,14.2,487014.0,1.0,1.0,263230.0,134159.0,8225.0,712.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3412134.0,10,0.0,11.0,19.8,919380.0,0.0,0.0,768240.0,809894.0,35827.0,715.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1204201.0,2,0.0,14.0,10.0,473506.0,0.0,0.0,178574.0,340233.0,28600.0,739.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1021174.0,1,0.0,8.0,17.5,608762.0,0.0,0.0,81686.0,243428.0,10867.0,749.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1029686.0,6,0.0,10.0,19.5,467962.0,1.0,1.0,209748.0,107901.0,25227.0,745.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
951520.0,7,0.0,14.0,14.0,718806.0,0.0,0.0,110176.0,54017.0,7430.0,745.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1844349.0,6,0.0,14.0,22.5,1550230.0,0.0,0.0,786786.0,495368.0,13433.0,725.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
833910.0,1,0.0,9.0,6.8,410058.0,0.0,0.0,99999999.0,217436.0,20083.0,744.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3544526.0,0,0.0,10.0,21.4,982828.0,0.0,0.0,665544.0,652726.0,57598.0,719.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1456939.0,10,0.0,11.0,18.0,2088834.0,0.0,0.0,99999999.0,1008425.0,43465.0,725.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
777708.0,10,0.0,5.0,41.3,237688.0,0.0,0.0,218042.0,194180.0,6235.0,7310.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1532160.0,6,0.0,9.0,15.6,179520.0,0.0,0.0,354816.0,70072.0,29111.0,744.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
868851.0,10,0.0,10.0,37.6,291742.0,1.0,1.0,218702.0,113392.0,20925.0,714.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1838421.0,2,0.0,5.0,14.4,1887204.0,0.0,0.0,103048.0,1201218.0,7798.0,741.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
